GaussianMLPPolicy/KLBefore,MetaTest/pick-place-v2/MaxReward,pick-place-v2/AverageReturn,MetaTest/Average/EpisodeMeanGraspReward,Average/TerminationRate,MetaTest/pick-place-v2/MinReward,MetaTest/Average/MinReturn,MetaTest/pick-place-v2/AverageReturn,MetaTest/Average/Iteration,Average/MinReturn,MetaTest/Average/EpisodeMeanMaxInPlaceReward,pick-place-v2/StdReturn,MetaTest/pick-place-v2/GraspSuccessRate,MetaTest/pick-place-v2/NearObject,MetaTest/Average/NearObject,Average/EpisodeMeanGraspReward,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,GaussianMLPPolicy/LossAfter,Average/NumEpisodes,Average/StdReturn,MetaTest/pick-place-v2/MinReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MinReward,MetaTest/Average/GraspSuccessRate,Average/MaxReward,MetaTest/Average/TerminationRate,Average/EpisodeMeanMinInPlaceReward,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,Average/EpisodeMeanInPlaceReward,Average/MinReward,MetaTest/pick-place-v2/AverageDiscountedReturn,pick-place-v2/EpisodeMeanGraspReward,MetaTest/Average/MaxReturn,pick-place-v2/NumEpisodes,Iteration,pick-place-v2/GraspSuccessRate,pick-place-v2/EpisodeMeanMaxInPlaceReward,Average/EpisodeMeanMinGraspReward,pick-place-v2/MinReturn,pick-place-v2/EpisodeMeanMinInPlaceReward,GaussianMLPPolicy/Entropy,pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/pick-place-v2/Iteration,MetaTest/Average/AverageDiscountedReturn,pick-place-v2/Iteration,MetaTest/Average/EpisodeMeanMinGraspReward,Average/EpisodeMeanMaxGraspReward,MetaTest/pick-place-v2/SuccessRate,MetaTest/Average/EpisodeMeanMaxGraspReward,Average/NearObject,MetaTest/pick-place-v2/MaxReturn,MetaTest/Average/EpisodeMeanInPlaceReward,pick-place-v2/TerminationRate,pick-place-v2/NearObject,pick-place-v2/MinReward,Average/Iteration,GaussianMLPPolicy/LossBefore,pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/pick-place-v2/TerminationRate,Average/GraspSuccessRate,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,MetaTest/Average/NumEpisodes,pick-place-v2/AverageDiscountedReturn,Average/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,pick-place-v2/MaxReturn,MetaTest/Average/EpisodeMeanMinInPlaceReward,Average/AverageDiscountedReturn,GaussianMLPPolicy/dLoss,Average/MaxReturn,Average/SuccessRate,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,GaussianMLPPolicy/KLAfter,pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/Average/MaxReward,Average/AverageReturn,pick-place-v2/SuccessRate,MetaTest/pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/EpisodeMeanGraspReward,pick-place-v2/MaxReward,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/pick-place-v2/StdReturn
0.0,0.03052879553500653,2.0646893687951073,0.006924225070037978,0.0,4.26200024067619e-09,3.218948309440727,3.218948309440727,0,1.07356506849182,0.13752908035780836,0.478414238213635,0.0,0.0,0.0,0.004326096681940647,0.13752908035780836,-0.10324263572692871,200,0.478414238213635,3.218948309440727,0.0,4.26200024067619e-09,0.0,0.05122952410928582,0.0,0.14291132417966834,0.0,200000,3.218948309440727,0.1429410977308027,9.488016642522768e-11,3.2189483094407274,0.004326096681940647,3.218948309440727,200,0,0.0,0.143253660298447,1.938512605932971e-05,1.07356506849182,0.14291132417966834,5.672844886779785,0.1429410977308027,0,3.2189483094407274,0,4.262000354872577e-09,0.02464483037469014,0.0,0.037781463189998706,0.0,3.218948309440727,0.13722473637897803,0.0,0.0,9.488016642522768e-11,0,-0.10319135338068008,0.02464483037469014,0.0,0.0,0.13718736792889413,1,0.6659433161900288,0.143253660298447,0.13722473637897803,4.335195178657629,0.13718736792889413,0.6659433161900288,5.128234624862671e-05,4.335195178657629,0.0,4.262000354872577e-09,0.0065514096058905125,1.938512605932971e-05,0.03052879553500653,2.0646893687951073,0.0,1,0.006924225070037978,0.05122952410928582,0.037781463189998706,0.0
0.0,0.01760138551846099,3.6526395959540476,0.011480383959823032,0.0,2.654495055339621e-06,5.32691464963672,5.32691464963672,1,1.3494831850726614,0.14494470328170686,1.5893704360060268,0.0,0.0,0.0,0.008081827556961399,0.14494470328170686,1.0159739255905151,200,1.5893704360060268,5.32691464963672,0.0,2.654495055339621e-06,0.0,0.11251098075351605,0.0,0.1457474382446044,0.0,400000,5.32691464963672,0.14578646413706695,7.507802862213873e-11,5.3269146496367155,0.008081827556961399,5.32691464963672,200,1,0.0,0.1460970563641823,8.939440340757267e-06,1.3494831850726614,0.1457474382446044,5.664915084838867,0.14578646413706695,1,5.3269146496367155,1,2.654536744572906e-06,0.03986978795953069,0.0,0.01964076008087872,0.0,5.32691464963672,0.14458712563933757,0.0,0.0,7.507802862213873e-11,1,1.0161328315734863,0.03986978795953069,0.0,0.0,0.14454311493375652,1,1.1060939868612356,0.1460970563641823,0.14458712563933757,10.036605561455568,0.14454311493375652,1.1060939868612356,0.0001589059829711914,10.036605561455568,0.0,2.654536744572906e-06,0.0027030110359191895,8.939440340757267e-06,0.01760138551846099,3.6526395959540476,0.0,1,0.011480383959823032,0.11251098075351605,0.01964076008087872,0.0
0.0,0.08525796955166914,6.421285267250365,0.02249478683421638,0.0,6.76583207589487e-05,9.339772252774907,9.339772252774907,2,1.5793255144260439,0.1640972780356757,2.8508830063003345,0.0,0.0,0.0,0.016660606642596894,0.1640972780356757,3.2892696857452393,200,2.8508830063003345,9.339772252774907,0.0,6.76583207589487e-05,0.0,0.13170313879552067,0.0,0.13923507250316555,0.0,600000,9.339772252774907,0.14215047999336936,2.9836289697725797e-12,9.339772252774912,0.016660606642596894,9.339772252774907,200,2,0.0,0.14550715792131824,1.149298224766612e-05,1.5793255144260439,0.13923507250316555,5.649940490722656,0.14215047999336936,2,9.339772252774912,2,6.768170714244405e-05,0.09728200274137794,0.0,0.15100933484951282,0.03,9.339772252774907,0.16373281326649108,0.0,0.03,2.9836289697725797e-12,2,3.2895004749298096,0.09728200274137794,0.0,0.0,0.16367250925790874,1,1.6594623825685397,0.14550715792131824,0.16373281326649108,20.834735199411252,0.16367250925790874,1.6594623825685397,0.0002307891845703125,20.834735199411252,0.0,6.768170714244405e-05,0.0026465649716556072,1.149298224766612e-05,0.08525796955166914,6.421285267250365,0.0,1,0.02249478683421638,0.13170313879552067,0.15100933484951282,0.0
0.0,0.04174335745024953,7.349935523707132,0.013020149115132357,0.0,1.900671109626785e-07,5.81763618112599,5.81763618112599,3,1.8849996349889446,0.1317315027870423,3.8930776465299375,0.0,0.0,0.0,0.02000821294712836,0.1317315027870423,4.100439548492432,200,3.8930776465299375,5.81763618112599,0.0,1.900671109626785e-07,0.0,1.7856565868987806,0.0,0.13788085956741758,0.0,800000,5.81763618112599,0.14235191644753756,2.8356556526171816e-10,5.817636181125998,0.02000821294712836,5.81763618112599,200,3,0.0,0.15066688842491227,9.515417492927583e-06,1.8849996349889446,0.13788085956741758,5.677779197692871,0.14235191644753756,3,5.817636181125998,3,1.9006734950301446e-07,0.11231547877404555,0.0,0.05762934725578048,0.04,5.81763618112599,0.13151975939011765,0.0,0.04,2.8356556526171816e-10,3,4.1008758544921875,0.11231547877404555,0.0,0.0,0.13149328410813435,1,1.9286149951736922,0.15066688842491227,0.13151975939011765,33.04010230644675,0.13149328410813435,1.9286149951736922,0.0004363059997558594,33.04010230644675,0.005,1.9006734950301446e-07,0.002629674971103668,9.515417492927583e-06,0.04174335745024953,7.349935523707132,0.005,1,0.013020149115132357,1.7856565868987806,0.05762934725578048,0.0
0.0,0.01772694899543001,6.078615133051013,0.014189693468659585,0.0,6.788274876345856e-07,6.432892049087291,6.432892049087291,4,1.34474403973896,0.13669656067749217,2.8202867452887017,0.0,0.0,0.0,0.015056741683409097,0.13669656067749217,3.12239408493042,200,2.8202867452887017,6.432892049087291,0.0,6.788274876345856e-07,0.0,0.1701276872926602,0.0,0.14360250273349423,0.0,1000000,6.432892049087291,0.14616671294261224,3.350267243383805e-12,6.432892049087287,0.015056741683409097,6.432892049087291,200,4,0.0,0.14909079897448924,1.147817146063777e-05,1.34474403973896,0.14360250273349423,5.687424182891846,0.14616671294261224,4,6.432892049087287,4,6.788304073444511e-07,0.08369175074315661,0.0,0.01997045176097584,0.02,6.432892049087291,0.13631034959435823,0.0,0.02,3.350267243383805e-12,4,3.122464895248413,0.08369175074315661,0.0,0.0,0.1362867581603879,1,1.601058630717738,0.14909079897448924,0.13631034959435823,24.934788407803396,0.1362867581603879,1.601058630717738,7.081031799316406e-05,24.934788407803396,0.0,6.788304073444511e-07,0.0014712826814502478,1.147817146063777e-05,0.01772694899543001,6.078615133051013,0.0,1,0.014189693468659585,0.1701276872926602,0.01997045176097584,0.0
0.0,0.023495858975731566,6.547200655528953,0.014172216896593003,0.0,4.271209148920375e-06,6.564458328078247,6.564458328078247,5,1.665101392734821,0.1646352927405713,3.0414199523232193,0.0,0.0,0.0,0.017058002803988614,0.1646352927405713,3.558436632156372,200,3.0414199523232193,6.564458328078247,0.0,4.271209148920375e-06,0.0,0.1327476268085128,0.0,0.1386461868859163,0.0,1200000,6.564458328078247,0.141096892241513,6.86909548253993e-11,6.5644583280782545,0.017058002803988614,6.564458328078247,200,5,0.0,0.14441496111318375,1.0430086271139768e-05,1.665101392734821,0.1386461868859163,5.712357521057129,0.141096892241513,5,6.5644583280782545,5,4.271301883088655e-06,0.09287191681575456,0.0,0.02668642751923511,0.03,6.564458328078247,0.16425719770108002,0.0,0.03,6.86909548253993e-11,5,3.5587124824523926,0.09287191681575456,0.0,0.0,0.16422501747436993,1,1.6667907779824263,0.14441496111318375,0.16425719770108002,20.211967946320378,0.16422501747436993,1.6667907779824263,0.0002758502960205078,20.211967946320378,0.0,4.271301883088655e-06,0.002153863897547126,1.0430086271139768e-05,0.023495858975731566,6.547200655528953,0.0,1,0.014172216896593003,0.1327476268085128,0.02668642751923511,0.0
0.0,0.040238120386873945,5.981383992587576,0.009043530317731228,0.0,2.3971260545576344e-09,4.155519589510871,4.155519589510871,6,2.100023389095269,0.1436501369808811,2.7606711970448945,0.0,0.0,0.0,0.015191679354080757,0.1436501369808811,2.7685985565185547,200,2.7606711970448945,4.155519589510871,0.0,2.3971260545576344e-09,0.0,0.14238864401154777,0.0,0.14491840382781315,0.0,1400000,4.155519589510871,0.14786214733997544,4.897159067317294e-10,4.155519589510874,0.015191679354080757,4.155519589510871,200,6,0.0,0.15164666330531854,1.5794842837096334e-05,2.100023389095269,0.14491840382781315,5.715819358825684,0.14786214733997544,6,4.155519589510874,6,2.397126088905002e-09,0.09859616408747625,0.0,0.05298358876002925,0.03,4.155519589510871,0.14330305790082906,0.0,0.03,4.897159067317294e-10,6,2.7687718868255615,0.09859616408747625,0.0,0.0,0.14329124213260724,1,1.8221288088300123,0.15164666330531854,0.14330305790082906,27.35094250444871,0.14329124213260724,1.8221288088300123,0.00017333030700683594,27.35094250444871,0.0,2.397126088905002e-09,0.002876278478652239,1.5794842837096334e-05,0.040238120386873945,5.981383992587576,0.0,1,0.009043530317731228,0.14238864401154777,0.05298358876002925,0.0
0.0,0.02836400357605903,3.7826344285181803,0.009576068487706082,0.0,6.423946935765285e-06,4.407872669576386,4.407872669576386,7,1.6742487244484174,0.13058581619696005,1.6487869251682754,0.0,0.0,0.0,0.008882983448263672,0.13058581619696005,0.9506934881210327,200,1.6487869251682754,4.407872669576386,0.0,6.423946935765285e-06,0.0,0.11313297286191677,0.0,0.14246787183478682,0.0,1600000,4.407872669576386,0.1426182573015537,3.490919139380044e-12,4.4078726695763955,0.008882983448263672,4.407872669576386,200,7,0.0,0.14327715380736103,1.0592649730692752e-05,1.6742487244484174,0.14246787183478682,5.706874370574951,0.1426182573015537,7,4.4078726695763955,7,6.424222373006399e-06,0.05948703875869527,0.0,0.03498691314127539,0.005,4.407872669576386,0.13031109841055002,0.0,0.005,3.490919139380044e-12,7,0.9507128000259399,0.05948703875869527,0.0,0.0,0.1303009693769196,1,1.3002533018934053,0.14327715380736103,0.13031109841055002,11.779360416389443,0.1303009693769196,1.3002533018934053,1.9311904907226562e-05,11.779360416389443,0.0,6.424222373006399e-06,0.00189730036072433,1.0592649730692752e-05,0.02836400357605903,3.7826344285181803,0.0,1,0.009576068487706082,0.11313297286191677,0.03498691314127539,0.0
0.0,0.011407206397249956,5.996642338622703,0.004694161278410875,0.0,2.3323162771160733e-06,2.2604774697721792,2.2604774697721792,8,2.436327130330443,0.13744167545994918,3.1532455914492115,0.0,0.0,0.0,0.016088524976203233,0.13744167545994918,2.7414143085479736,200,3.1532455914492115,2.2604774697721792,0.0,2.3323162771160733e-06,0.0,0.19265422588826017,0.0,0.13733183851832753,0.0,1800000,2.2604774697721792,0.14267342440509753,2.6479044705005383e-11,2.260477469772178,0.016088524976203233,2.2604774697721792,200,8,0.0,0.14940110258571493,1.2840230384773048e-05,2.436327130330443,0.13733183851832753,5.69069766998291,0.14267342440509753,8,2.260477469772178,8,2.3323505228381414e-06,0.12697494005646015,0.0,0.012289802496192822,0.05,2.2604774697721792,0.13705941131647462,0.0,0.05,2.6479044705005383e-11,8,2.7415878772735596,0.12697494005646015,0.0,0.0,0.13703744280610977,1,1.8642247546625816,0.14940110258571493,0.13705941131647462,25.254665989253468,0.13703744280610977,1.8642247546625816,0.0001735687255859375,25.254665989253468,0.005,2.3323505228381414e-06,0.0011192525271326303,1.2840230384773048e-05,0.011407206397249956,5.996642338622703,0.005,1,0.004694161278410875,0.19265422588826017,0.012289802496192822,0.0
0.0,0.011196312094670032,6.924059366390269,0.004731854039400183,0.0,1.3144098748380722e-05,2.3046886080997346,2.3046886080997346,9,2.2285758304208008,0.17859817956491458,4.738832916973373,0.0,0.0,0.0,0.02052750322541437,0.17859817956491458,3.4416065216064453,200,4.738832916973373,2.3046886080997346,0.0,1.3144098748380722e-05,0.0,2.058750916691317,0.0,0.13830489784896333,0.0,2000000,2.3046886080997346,0.1428602424094849,1.196353474662115e-10,2.3046886080997346,0.02052750322541437,2.3046886080997346,200,9,0.0,0.14806610688259228,1.3437838752611668e-05,2.2285758304208008,0.13830489784896333,5.675295829772949,0.1428602424094849,9,2.3046886080997346,9,1.3144895802807175e-05,0.1491828421980636,0.0,0.011806463682541374,0.075,2.3046886080997346,0.1780713789658949,0.0,0.075,1.196353474662115e-10,9,3.4417266845703125,0.1491828421980636,0.0,0.0,0.1779638019578174,1,2.165062219670572,0.14806610688259228,0.1780713789658949,43.72478132420812,0.1779638019578174,2.165062219670572,0.0001201629638671875,43.72478132420812,0.0,1.3144895802807175e-05,0.0010986201232299209,1.3437838752611668e-05,0.011196312094670032,6.924059366390269,0.0,1,0.004731854039400183,2.058750916691317,0.011806463682541374,0.0
0.0,0.01277919794714809,5.926844616676599,0.006556933786389796,0.0,6.733378199257114e-06,3.1449150459181627,3.1449150459181627,10,1.480447533973057,0.1578857541195194,3.4391047131421515,0.0,0.0,0.0,0.01581027690876289,0.1578857541195194,2.621793270111084,200,3.4391047131421515,3.1449150459181627,0.0,6.733378199257114e-06,0.0,2.4698876413067548,0.0,0.14459023476699057,0.0,2200000,3.1449150459181627,0.14860754756414274,6.023983658617202e-10,3.1449150459181627,0.01581027690876289,3.1449150459181627,200,10,0.0,0.15500527257562272,1.5305661222928143e-05,1.480447533973057,0.14459023476699057,5.697417736053467,0.14860754756414274,10,3.1449150459181627,10,6.733621148427545e-06,0.11979080686707352,0.0,0.013718570960744364,0.04,3.1449150459181627,0.15730151674998205,0.0,0.04,6.023983658617202e-10,10,2.6219048500061035,0.11979080686707352,0.0,0.0,0.15725741479250852,1,1.8312770749013418,0.15500527257562272,0.15730151674998205,23.035565058165705,0.15725741479250852,1.8312770749013418,0.00011157989501953125,23.035565058165705,0.0,6.733621148427545e-06,0.002619196427986026,1.5305661222928143e-05,0.01277919794714809,5.926844616676599,0.0,1,0.006556933786389796,2.4698876413067548,0.013718570960744364,0.0
