MetaTest/push-v2/EpisodeMeanMinGraspReward,policy/KL,Average/AverageDiscountedReturn,policy/KLBefore,push-v2/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/StdReturn,LinearFeatureBaseline/ExplainedVariance,push-v2/EpisodeMeanInPlaceReward,push-v2/NearObject,MetaTest/push-v2/MaxReward,Average/EpisodeMeanMaxGraspReward,MetaTest/push-v2/Iteration,Average/EpisodeMeanMinGraspReward,push-v2/EpisodeMeanGraspReward,Average/MaxReward,MetaTest/Average/Iteration,push-v2/TerminationRate,MetaTest/Average/EpisodeMeanMaxGraspReward,push-v2/NumEpisodes,MetaTest/Average/MaxReward,MetaTest/Average/EpisodeMeanMinInPlaceReward,MetaTest/Average/AverageReturn,MetaTest/push-v2/MinReturn,MetaTest/push-v2/GraspSuccessRate,push-v2/MaxReturn,push-v2/GraspSuccessRate,Average/MinReturn,push-v2/StdReturn,push-v2/SuccessRate,MetaTest/push-v2/MinReward,Average/MinReward,Average/GraspSuccessRate,MetaTest/Average/NearObject,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,Average/Iteration,MetaTest/Average/MinReturn,Average/AverageReturn,TotalEnvSteps,MetaTest/Average/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/TerminationRate,Average/SuccessRate,push-v2/Iteration,Average/EpisodeMeanMaxInPlaceReward,MetaTest/push-v2/EpisodeMeanMaxInPlaceReward,push-v2/MinReturn,MetaTest/Average/MaxReturn,MetaTest/push-v2/EpisodeMeanInPlaceReward,MetaTest/Average/StdReturn,Average/TerminationRate,policy/dLoss,policy/Entropy,MetaTest/push-v2/EpisodeMeanMinInPlaceReward,push-v2/MinReward,Average/StdReturn,push-v2/EpisodeMeanMaxGraspReward,push-v2/AverageReturn,MetaTest/push-v2/MaxReturn,policy/LossBefore,Average/NearObject,MetaTest/Average/EpisodeMeanGraspReward,Average/NumEpisodes,MetaTest/Average/MinReward,push-v2/MaxReward,MetaTest/push-v2/NumEpisodes,MetaTest/push-v2/EpisodeMeanGraspReward,MetaTest/Average/EpisodeMeanMinGraspReward,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/push-v2/AverageReturn,push-v2/AverageDiscountedReturn,Average/EpisodeMeanInPlaceReward,push-v2/EpisodeMeanMinInPlaceReward,MetaTest/push-v2/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/Average/GraspSuccessRate,Average/MaxReturn,policy/LossAfter,push-v2/EpisodeMeanMinGraspReward,Average/EpisodeMeanGraspReward,Average/EpisodeMeanMinInPlaceReward,MetaTest/push-v2/SuccessRate,MetaTest/push-v2/EpisodeMeanMaxGraspReward,MetaTest/push-v2/NearObject
0.00026633957906321224,0.014889482,9.28685512464414,0.0,0.15513176098663112,87.51911153719583,0.7004380057060212,0.15508507064342747,0.0,10.493479302583598,0.012617457407502777,0,0.0008624424119956914,0.002191617724391301,2.324775816550343,0,0.0,0.015947246473587397,100,10.493479302583598,0.1592741759929703,297.6963292556284,4.535403990644713,0.0,268.0623931254449,0.0,0.11166033655601837,45.34865633583797,0.0,0.00038525937938947485,8.130639846285394e-05,0.0,0.0,50,0.0,0,4.535403990644713,25.196610073210476,50000,0.15938138079374536,0.0,0.0,0,0.15513176098663112,0.15938138079374536,0.11166033655601837,485.711103351478,0.15932806885083015,87.51911153719583,0.0,0.015106368,5.670257,0.1592741759929703,8.130639846285394e-05,45.34865633583797,0.012617457407502777,25.196610073210476,485.711103351478,-8.7402344e-07,0.0,0.0010684925864965736,100,0.00038525937938947485,2.324775816550343,50,0.0010684925864965736,0.00026633957906321224,297.6963292556285,0.15932806885083015,297.6963292556284,9.28685512464414,0.15508507064342747,0.15503333353659202,297.6963292556285,0.0,0.0,268.0623931254449,-0.015107241,0.0008624424119956914,0.002191617724391301,0.15503333353659202,0.0,0.015947246473587397,0.0
,0.009284649,162.09564020300402,0.0,0.15564592777512826,,0.6848624659928781,0.15559960680735868,0.0,,0.01159548108013181,,0.0008311638616376536,0.0016180337601925752,17.287699859802302,,0.0,,100,,,,,,731.2646021302147,0.0,40.746318236746035,137.13730668003598,0.0,,0.037931990494281725,0.0,,,,1,,407.92891152404945,100000,,,0.0,1,0.15564592777512826,,40.746318236746035,,,,0.0,0.16641001,5.663903,,0.037931990494281725,137.13730668003598,0.01159548108013181,407.92891152404945,,0.0013013086,0.0,,100,,17.287699859802302,,,,,,,162.09564020300402,0.15559960680735868,0.15555645727034148,,,,731.2646021302147,-0.16510871,0.0008311638616376536,0.0016180337601925752,0.15555645727034148,,,
,0.0070964,163.65205995675532,0.0,0.16681381758072156,,0.6382355545754582,0.16675362389499562,0.0,,0.011691054356459346,,0.0009110451909593806,0.0017540861336349496,20.977282779502687,,0.0,,100,,,,,,626.9788487555209,0.0,34.0004258457875,144.38566633550883,0.0,,0.02768305856601601,0.0,,,,2,,409.84255234129165,150000,,,0.0,2,0.16681381758072156,,34.0004258457875,,,,0.0,0.12984422,5.6518626,,0.02768305856601601,144.38566633550883,0.011691054356459346,409.84255234129165,,3.34375e-05,0.0,,100,,20.977282779502687,,,,,,,163.65205995675532,0.16675362389499562,0.16668931428693198,,,,626.9788487555209,-0.12981078,0.0009110451909593806,0.0017540861336349496,0.16668931428693198,,,
,0.0072763804,169.28467986662517,0.0,0.1638965946931601,,0.5111500441221406,0.16383072775005,0.0,,0.010232980468461373,,0.0006415828767196667,0.0013518050758292146,20.34508159221968,,0.0,,100,,,,,,669.8115885250481,0.0,183.8523463842776,65.68749911946723,0.0,,0.18694114232391326,0.0,,,,3,,394.6759967986416,200000,,,0.0,3,0.1638965946931601,,183.8523463842776,,,,0.0,0.13902465,5.642825,,0.18694114232391326,65.68749911946723,0.010232980468461373,394.6759967986416,,0.00040328124,0.0,,100,,20.34508159221968,,,,,,,169.28467986662517,0.16383072775005,0.1637584139518489,,,,669.8115885250481,-0.13862136,0.0006415828767196667,0.0013518050758292146,0.1637584139518489,,,
,0.0059665004,174.84822198955052,0.0,0.16129109282841447,,0.537613124712679,0.16123782321984215,0.0,,0.015430995283783173,,0.0009072840999982833,0.0019885610409843264,14.84293133977104,,0.0,,100,,,,,,719.4838770088754,0.0,209.11657164734933,75.91998043654596,0.0,,0.13967789589363894,0.0,,,,4,,406.9127951560724,250000,,,0.0,4,0.16129109282841447,,209.11657164734933,,,,0.0,0.13599727,5.636678,,0.13967789589363894,75.91998043654596,0.015430995283783173,406.9127951560724,,0.0035378712,0.0,,100,,14.84293133977104,,,,,,,174.84822198955052,0.16123782321984215,0.16117477478614683,,,,719.4838770088754,-0.13245939,0.0009072840999982833,0.0019885610409843264,0.16117477478614683,,,
,0.0067741955,168.19420780021588,0.0,0.15859444531302536,,0.6402969042580509,0.15673391525225122,0.01,,0.027778546573297896,,0.000955904419659624,0.0027167250395908364,16.208035995763296,,0.0,,100,,,,,,674.497677933877,0.0,102.98710336318574,106.69182875927521,0.0,,4.323873965341353e-06,0.0,,,,5,,386.5467596084564,300000,,,0.0,5,0.15859444531302536,,102.98710336318574,,,,0.0,0.12818532,5.630936,,4.323873965341353e-06,106.69182875927521,0.027778546573297896,386.5467596084564,,0.0041466407,0.01,,100,,16.208035995763296,,,,,,,168.19420780021588,0.15673391525225122,0.15588915024652233,,,,674.497677933877,-0.124038674,0.000955904419659624,0.0027167250395908364,0.15588915024652233,,,
,0.007352323,168.59040628950754,0.0,0.16410271350578712,,0.5809639169567884,0.16404783546777169,0.0,,0.012174706763985223,,0.0008671711140749877,0.0018456764296026443,16.74473123654322,,0.0,,100,,,,,,667.678155991144,0.0,65.39479984603025,114.27490347205905,0.0,,0.05008610227255943,0.0,,,,6,,399.60897201995846,350000,,,0.0,6,0.16410271350578712,,65.39479984603025,,,,0.0,0.106855236,5.6259794,,0.05008610227255943,114.27490347205905,0.012174706763985223,399.60897201995846,,0.0007178906,0.0,,100,,16.74473123654322,,,,,,,168.59040628950754,0.16404783546777169,0.16399184127431476,,,,667.678155991144,-0.10613734,0.0008671711140749877,0.0018456764296026443,0.16399184127431476,,,
,0.0057131667,175.5775952625101,0.0,0.1638393326619182,,0.5920013988566488,0.16296072457780256,0.01,,0.016615621891371418,,0.0006393302018315146,0.001994262324994718,18.96787597343227,,0.0,,100,,,,,,646.4505073745064,0.0,35.25956587550487,123.03610948604864,0.0,,5.7620179921457575e-05,0.0,,,,7,,397.86838601996925,400000,,,0.0,7,0.1638393326619182,,35.25956587550487,,,,0.0,0.18930985,5.631875,,5.7620179921457575e-05,123.03610948604864,0.016615621891371418,397.86838601996925,,-0.001074375,0.01,,100,,18.96787597343227,,,,,,,175.5775952625101,0.16296072457780256,0.16264161357878534,,,,646.4505073745064,-0.19038422,0.0006393302018315146,0.001994262324994718,0.16264161357878534,,,
,0.006931656,182.95974397630073,0.0,0.15914109458825032,,0.575952587043159,0.15856780605976598,0.0,,0.01454343606043121,,0.0007665381802361092,0.0021716464520793984,16.750455335732333,,0.0,,100,,,,,,826.0199378475996,0.0,118.01405488204277,117.58425978303715,0.0,,0.0007287137403441858,0.0,,,,8,,426.11147195260435,450000,,,0.0,8,0.15914109458825032,,118.01405488204277,,,,0.0,0.22482194,5.6219583,,0.0007287137403441858,117.58425978303715,0.01454343606043121,426.11147195260435,,0.0017089453,0.0,,100,,16.750455335732333,,,,,,,182.95974397630073,0.15856780605976598,0.15840194704265378,,,,826.0199378475996,-0.223113,0.0007665381802361092,0.0021716464520793984,0.15840194704265378,,,
,0.005451094,149.725078215253,0.0,0.16035504493351835,,0.5993255153616253,0.15828670803526596,0.0,,0.04075211557522494,,0.0010976191593400919,0.005742250935917313,19.96470382673528,,0.0,,100,,,,,,1405.9314643168598,0.0,21.187594052289192,343.990736871542,0.0,,1.6294863681634808e-07,0.0,,,,9,,441.6651873582166,500000,,,0.0,9,0.16035504493351835,,21.187594052289192,,,,0.0,0.29679355,5.604838,,1.6294863681634808e-07,343.990736871542,0.04075211557522494,441.6651873582166,,-0.00014523437,0.0,,100,,19.96470382673528,,,,,,,149.725078215253,0.15828670803526596,0.15678789383607677,,,,1405.9314643168598,-0.29693878,0.0010976191593400919,0.005742250935917313,0.15678789383607677,,,
