MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,Average/EpisodeMeanMinInPlaceReward,Average/NumEpisodes,pick-place-v2/MinReward,pick-place-v2/MinReturn,pick-place-v2/SuccessRate,MetaTest/pick-place-v2/MinReward,MetaTest/Average/MinReturn,pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/Iteration,pick-place-v2/EpisodeMeanMaxGraspReward,pick-place-v2/GraspSuccessRate,MetaTest/Average/MinReward,Average/EpisodeMeanGraspReward,policy/LossBefore,MetaTest/pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/EpisodeMeanGraspReward,pick-place-v2/EpisodeMeanMaxInPlaceReward,policy/dLoss,pick-place-v2/AverageDiscountedReturn,pick-place-v2/AverageReturn,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,LinearFeatureBaseline/ExplainedVariance,MetaTest/pick-place-v2/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/EpisodeMeanMinInPlaceReward,policy/Entropy,MetaTest/Average/EpisodeMeanGraspReward,pick-place-v2/EpisodeMeanInPlaceReward,Average/MinReturn,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/Average/TerminationRate,pick-place-v2/EpisodeMeanMinGraspReward,pick-place-v2/EpisodeMeanMinInPlaceReward,Average/EpisodeMeanInPlaceReward,policy/LossAfter,MetaTest/pick-place-v2/SuccessRate,MetaTest/Average/Iteration,Average/MaxReward,MetaTest/Average/EpisodeMeanMinGraspReward,pick-place-v2/MaxReward,MetaTest/Average/AverageReturn,MetaTest/Average/GraspSuccessRate,policy/KL,MetaTest/Average/EpisodeMeanMaxInPlaceReward,Average/EpisodeMeanMaxGraspReward,Average/MinReward,MetaTest/Average/NearObject,MetaTest/pick-place-v2/GraspSuccessRate,MetaTest/Average/StdReturn,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/EpisodeMeanMaxGraspReward,TotalEnvSteps,MetaTest/pick-place-v2/StdReturn,MetaTest/Average/AverageDiscountedReturn,Average/AverageReturn,pick-place-v2/NearObject,pick-place-v2/EpisodeMeanGraspReward,Average/SuccessRate,pick-place-v2/MaxReturn,Average/GraspSuccessRate,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,pick-place-v2/Iteration,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,pick-place-v2/StdReturn,Average/TerminationRate,pick-place-v2/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/pick-place-v2/MaxReturn,Average/NearObject,Average/MaxReturn,MetaTest/pick-place-v2/NearObject,Average/EpisodeMeanMinGraspReward,Average/AverageDiscountedReturn,policy/KLBefore,Average/StdReturn,MetaTest/pick-place-v2/AverageDiscountedReturn,Average/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/AverageReturn,MetaTest/pick-place-v2/MinReturn,MetaTest/pick-place-v2/MaxReward,MetaTest/Average/MaxReward,Average/Iteration,MetaTest/Average/SuccessRate
0.1419226333227276,0.14718974614265262,100,2.7918873380632183e-09,1.5318597754840133,0.0,2.4193902857647964e-07,326.81276585200595,100,0,0.03238521637353585,0.0,2.4193902857647964e-07,0.004911228054912789,-5.126953e-07,50,0.005300686261104354,0.14756169062391183,0.0670344,19.410012917649436,59.56832169633899,5.830694956551426e-06,0.7734854499610642,0.0,50,0.1419226333227276,5.677039,0.005300686261104354,0.1472273501862381,1.5318597754840133,0.14195260688558942,0.0,8.955563716205373e-06,0.14718974614265262,0.1472273501862381,-0.067034915,0.0,0,2.74395359093521,5.830694956551426e-06,2.74395359093521,532.1250297041411,0.0,0.0169983,0.1422523678201635,0.03238521637353585,2.7918873380632183e-09,0.0,0.0,149.06878026247298,0.1422523678201635,0.04186852630545767,50000,149.06878026247298,532.1250297041411,59.56832169633899,0.0,0.004911228054912789,0.0,281.0985467608002,0.0,0.14195260688558942,0,0.04186852630545767,72.27681013126573,0.0,0.0,1116.3439833092245,1116.3439833092245,0.0,281.0985467608002,0.0,8.955563716205373e-06,19.410012917649436,0.0,72.27681013126573,532.1250297041411,0.14756169062391183,532.1250297041411,326.81276585200595,12.053350028150982,12.053350028150982,0,0.0
,0.13754819550466182,100,2.0896012794867422e-08,407.76450899264563,0.0,,,100,,0.029592209572126445,0.0,,0.004583870075401749,0.0002915625,,,0.13786905730913793,0.19491343,190.60604192412444,658.011908858128,,0.6082867013989638,,,,5.6654463,,0.1375693009355566,407.76450899264563,,,5.014553752392775e-06,0.13754819550466182,0.1375693009355566,-0.19462188,,,11.470039574589427,,11.470039574589427,,,0.008815292,,0.029592209572126445,2.0896012794867422e-08,,,,,,100000,,,658.011908858128,0.0,0.004583870075401749,0.0,1130.8604630346051,0.0,,1,,152.93381310589723,0.0,0.0,,,0.0,1130.8604630346051,,5.014553752392775e-06,190.60604192412444,0.0,152.93381310589723,,0.13786905730913793,,,,,1,
,0.1472830466234232,100,8.598550342602251e-10,393.10826474172154,0.0,,,100,,0.046802016274990324,0.0,,0.006024586809699037,0.0019608594,,,0.14765000793710673,0.16943812,190.44528834190828,584.2630528146581,,0.5164675273568717,,,,5.6602407,,0.1473173011095332,393.10826474172154,,,9.144231991322756e-06,0.1472830466234232,0.1473173011095332,-0.16747727,,,17.15347473579756,,17.15347473579756,,,0.0072404747,,0.046802016274990324,8.598550342602251e-10,,,,,,150000,,,584.2630528146581,0.0,0.006024586809699037,0.0,1052.3715863679497,0.0,,2,,140.99207807961872,0.0,0.0,,,0.0,1052.3715863679497,,9.144231991322756e-06,190.44528834190828,0.0,140.99207807961872,,0.14765000793710673,,,,,2,
,0.14474579793182285,100,7.188666135793337e-11,219.06500180304164,0.0,,,100,,0.04792919399329922,0.0,,0.006207424927302572,0.003223125,,,0.1451027326942873,0.1759875,193.94019257727467,588.4622154751306,,0.24727671126302941,,,,5.6587987,,0.14478260031118798,219.06500180304164,,,1.165658639821172e-05,0.14474579793182285,0.14478260031118798,-0.17276438,,,12.658532778588313,,12.658532778588313,,,0.0050039785,,0.04792919399329922,7.188666135793337e-11,,,,,,200000,,,588.4622154751306,0.0,0.006207424927302572,0.0,899.8061740681236,0.0,,3,,165.12421403910653,0.0,0.0,,,0.0,899.8061740681236,,1.165658639821172e-05,193.94019257727467,0.0,165.12421403910653,,0.1451027326942873,,,,,3,
,0.14672558469798375,100,5.265278010943436e-09,254.2443870378105,0.0,,,100,,0.035783131233608115,0.0,,0.005664227233125758,0.00083203125,,,0.14706090692616477,0.1392836,188.13535653288704,591.5287354791208,,0.5082398321899315,,,,5.6581655,,0.1467644820639588,254.2443870378105,,,9.145338498690815e-06,0.14672558469798375,0.1467644820639588,-0.13845156,,,13.238101571939186,,13.238101571939186,,,0.007429242,,0.035783131233608115,5.265278010943436e-09,,,,,,250000,,,591.5287354791208,0.0,0.005664227233125758,0.0,844.8972544332863,0.0,,4,,130.44912205310624,0.0,0.0,,,0.0,844.8972544332863,,9.145338498690815e-06,188.13535653288704,0.0,130.44912205310624,,0.14706090692616477,,,,,4,
,0.13910379786231547,100,3.664449944799637e-08,345.9937865938928,0.0,,,100,,0.051981051158131605,0.0,,0.006045947739397468,0.0007917188,,,0.1408664577500095,0.3860786,190.26014219334084,529.3561563538748,,-0.45550533607484156,,,,5.655593,,0.13958146377933883,345.9937865938928,,,1.4360463919536472e-05,0.13910379786231547,0.13958146377933883,-0.38528687,,,12.025605153788726,,12.025605153788726,,,0.005221168,,0.051981051158131605,3.664449944799637e-08,,,,,,300000,,,529.3561563538748,0.0,0.006045947739397468,0.0,940.9220288681024,0.0,,5,,144.3085901874024,0.0,0.0,,,0.0,940.9220288681024,,1.4360463919536472e-05,190.26014219334084,0.0,144.3085901874024,,0.1408664577500095,,,,,5,
,0.14079441404456744,100,1.5793523018462976e-07,294.3629487424577,0.0,,,100,,0.08144839957104857,0.0,,0.008124589688214376,5.917969e-05,,,0.14359283135823728,0.113428265,183.8924199957811,493.9657837475512,,0.4824377376940242,,,,5.645477,,0.14161217090230635,294.3629487424577,,,1.1105573279491972e-05,0.14079441404456744,0.14161217090230635,-0.113369085,,,13.909002293522086,,13.909002293522086,,,0.0064367433,,0.08144839957104857,1.5793523018462976e-07,,,,,,350000,,,493.9657837475512,0.01,0.008124589688214376,0.0,806.5106933419027,0.0,,6,,95.93115920417195,0.0,0.0,,,0.01,806.5106933419027,,1.1105573279491972e-05,183.8924199957811,0.0,95.93115920417195,,0.14359283135823728,,,,,6,
,0.14044180051671293,100,9.286084803916983e-09,234.95625719336718,0.0,,,100,,0.04833039732515724,0.0,,0.006789822186764148,0.0057710935,,,0.14759158436306233,0.14709891,183.85835022315965,501.92012706248016,,0.45636683701558245,,,,5.639931,,0.14264635675308965,234.95625719336718,,,1.1168541092365857e-05,0.14044180051671293,0.14264635675308965,-0.14132781,,,10.442701225651836,,10.442701225651836,,,0.0058043995,,0.04833039732515724,9.286084803916983e-09,,,,,,400000,,,501.92012706248016,0.0,0.006789822186764148,0.0,790.9356228889843,0.0,,7,,104.28944260275298,0.0,0.0,,,0.0,790.9356228889843,,1.1168541092365857e-05,183.85835022315965,0.0,104.28944260275298,,0.14759158436306233,,,,,7,
,0.14417150820042215,100,7.823330977708156e-08,168.87946968380285,0.0,,,100,,0.08771339101371436,0.0,,0.00926389021000077,0.0041108397,,,0.1475989554632864,0.16028892,180.05233915045545,441.0202171349481,,0.4505026277082508,,,,5.6311774,,0.14533996709258695,168.87946968380285,,,1.3274069373397679e-05,0.14417150820042215,0.14533996709258695,-0.15617807,,,10.244625392829127,,10.244625392829127,,,0.006399104,,0.08771339101371436,7.823330977708156e-08,,,,,,450000,,,441.0202171349481,0.03,0.00926389021000077,0.0,658.4288972752192,0.0,,8,,99.64010442629488,0.0,0.0,,,0.03,658.4288972752192,,1.3274069373397679e-05,180.05233915045545,0.0,99.64010442629488,,0.1475989554632864,,,,,8,
,0.14047085201360057,100,2.39841646540931e-08,96.03003041644364,0.0,,,100,,0.08516218083597696,0.0,,0.011358226203396913,-0.00045644533,,,0.1491910823527838,0.26289853,154.78472626649386,404.24428350712105,,0.45603183103154854,,,,5.6227775,,0.14415431721542832,96.03003041644364,,,1.2935100734926294e-05,0.14047085201360057,0.14415431721542832,-0.263355,,,10.401693836121572,,10.401693836121572,,,0.007248072,,0.08516218083597696,2.39841646540931e-08,,,,,,500000,,,404.24428350712105,0.05,0.011358226203396913,0.0,708.71418191766,0.0,,9,,141.38658434118418,0.0,0.0,,,0.05,708.71418191766,,1.2935100734926294e-05,154.78472626649386,0.0,141.38658434118418,,0.1491910823527838,,,,,9,
