MetaTest/Average/EpisodeMeanMaxGraspReward,pick-place-v2/StdReturn,pick-place-v2/GraspSuccessRate,Average/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/TerminationRate,Average/AverageReturn,Average/NearObject,pick-place-v2/MaxReturn,TotalEnvSteps,pick-place-v2/NearObject,pick-place-v2/SuccessRate,Average/MinReturn,policy/KLBefore,MetaTest/pick-place-v2/SuccessRate,pick-place-v2/TerminationRate,pick-place-v2/AverageDiscountedReturn,Average/MaxReturn,MetaTest/Average/StdReturn,Average/NumEpisodes,MetaTest/pick-place-v2/AverageReturn,MetaTest/Average/MinReward,MetaTest/Average/MaxReturn,MetaTest/Average/EpisodeMeanMinGraspReward,Average/EpisodeMeanGraspReward,policy/LossAfter,policy/KL,pick-place-v2/NumEpisodes,MetaTest/pick-place-v2/MaxReturn,MetaTest/pick-place-v2/NearObject,Average/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/EpisodeMeanMinGraspReward,Average/MinReward,pick-place-v2/MinReturn,Average/TerminationRate,MetaTest/pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/Average/AverageReturn,Average/EpisodeMeanInPlaceReward,MetaTest/pick-place-v2/StdReturn,MetaTest/pick-place-v2/NumEpisodes,policy/dLoss,MetaTest/pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/pick-place-v2/MaxReward,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/EpisodeMeanMaxInPlaceReward,pick-place-v2/Iteration,MetaTest/pick-place-v2/GraspSuccessRate,pick-place-v2/EpisodeMeanInPlaceReward,MetaTest/Average/MinReturn,pick-place-v2/EpisodeMeanMinGraspReward,MetaTest/pick-place-v2/MinReward,Average/EpisodeMeanMinInPlaceReward,MetaTest/Average/EpisodeMeanInPlaceReward,MetaTest/Average/SuccessRate,Average/EpisodeMeanMaxGraspReward,pick-place-v2/AverageReturn,MetaTest/Average/Iteration,MetaTest/pick-place-v2/MinReturn,LinearFeatureBaseline/ExplainedVariance,pick-place-v2/MaxReward,pick-place-v2/EpisodeMeanGraspReward,MetaTest/Average/EpisodeMeanMinInPlaceReward,Average/Iteration,policy/Entropy,MetaTest/Average/EpisodeMeanGraspReward,pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,pick-place-v2/MinReward,Average/MaxReward,MetaTest/Average/GraspSuccessRate,MetaTest/pick-place-v2/Iteration,MetaTest/pick-place-v2/EpisodeMeanMaxGraspReward,MetaTest/Average/NearObject,pick-place-v2/EpisodeMeanMaxInPlaceReward,MetaTest/Average/MaxReward,pick-place-v2/EpisodeMeanMinInPlaceReward,Average/GraspSuccessRate,MetaTest/pick-place-v2/AverageDiscountedReturn,MetaTest/pick-place-v2/EpisodeMeanGraspReward,MetaTest/pick-place-v2/EpisodeMeanMinInPlaceReward,Average/AverageDiscountedReturn,Average/StdReturn,policy/LossBefore,Average/SuccessRate
0.03307224889291818,70.79307565693904,0.0,0.14880482879029425,0.0,58.15222800935111,0.0,278.2566892563966,50000,0.0,0.0,1.4951310603146946,0.0,0.0,0.0,18.955235232588382,278.2566892563966,168.93099185747056,100,521.4845665474732,4.621017405102517e-10,1182.42502027944,7.852103422337717e-05,0.0048311410517585815,-0.053462733,0.020436767,100,1182.42502027944,0.0,7.1579067489828776e-06,7.852103422337717e-05,2.215090344759393e-11,1.4951310603146946,0.0,0.144508703230564,521.4845665474732,0.14849175347470872,168.93099185747056,50,0.053375833,0.14481518019255896,9.930414702545306,521.4845665474732,0.14481518019255896,0,0.0,0.14849175347470872,294.6867801126716,7.1579067489828776e-06,4.621017405102517e-10,0.14844625973235273,0.144508703230564,0.0,0.03377841853461824,58.15222800935111,0,294.6867801126716,0.7647403300516666,3.256696619239989,0.0048311410517585815,0.14447458281866793,0,5.680932,0.004760266952371818,0.03377841853461824,0.0,50,2.215090344759393e-11,3.256696619239989,0.0,0,0.03307224889291818,0.0,0.14880482879029425,9.930414702545306,0.14844625973235273,0.0,521.4845665474732,0.004760266952371818,0.14447458281866793,18.955235232588382,70.79307565693904,-8.689942e-05,0.0
,132.16991447182932,0.0,0.14422835443103937,,618.8968385909966,0.0,947.7787510417982,100000,0.0,0.0,350.9806455978088,0.0,,0.0,180.17630390913,947.7787510417982,,100,,,,,0.005195199824178411,-0.14479436,0.009278407,100,,,3.834388199571756e-06,,8.65170250622175e-09,350.9806455978088,0.0,,,0.14393028160964755,,,0.14585678,,,,,1,,0.14393028160964755,,3.834388199571756e-06,,0.14389463566561406,,,0.033477168754274506,618.8968385909966,,,0.5291914854964834,15.121118609741451,0.005195199824178411,,1,5.6625724,,0.033477168754274506,,,8.65170250622175e-09,15.121118609741451,,,,,0.14422835443103937,,0.14389463566561406,0.0,,,,180.17630390913,132.16991447182932,0.0010624218,0.0
,129.48973026735104,0.0,0.14451607443653855,,666.4894119594449,0.0,1035.2101100107961,150000,0.0,0.0,414.05015377009346,0.0,,0.0,195.1169038876529,1035.2101100107961,,100,,,,,0.0054294545797507945,-0.1460625,0.008003492,100,,,8.615685850568824e-06,,1.4362438058402148e-08,414.05015377009346,0.0,,,0.14421093275531638,,,0.14899531,,,,,2,,0.14421093275531638,,8.615685850568824e-06,,0.1441763698949826,,,0.03531053171512838,666.4894119594449,,,0.4838927139226602,11.239732366358883,0.0054294545797507945,,2,5.651139,,0.03531053171512838,,,1.4362438058402148e-08,11.239732366358883,,,,,0.14451607443653855,,0.1441763698949826,0.0,,,,195.1169038876529,129.48973026735104,0.0029328126,0.0
,144.56239178389475,0.0,0.14546547330722412,,669.3834154030211,0.0,1072.3491046760275,200000,0.0,0.0,433.587489955403,0.0,,0.0,206.13650922145135,1072.3491046760275,,100,,,,,0.005481826370355515,-0.21065824,0.006584207,100,,,8.860220710082204e-06,,5.323955579937064e-08,433.587489955403,0.0,,,0.14517563023691,,,0.21639043,,,,,3,,0.14517563023691,,8.860220710082204e-06,,0.14514469010295358,,,0.03729795289060834,669.3834154030211,,,0.1541528039977641,14.11046449144542,0.005481826370355515,,3,5.645797,,0.03729795289060834,,,5.323955579937064e-08,14.11046449144542,,,,,0.14546547330722412,,0.14514469010295358,0.0,,,,206.13650922145135,144.56239178389475,0.0057321875,0.0
,129.0581194005376,0.0,0.14982033404845668,,589.4849065585561,0.0,916.7255461773199,250000,0.0,0.0,386.7473428008933,0.0,,0.0,192.3865377921628,916.7255461773199,,100,,,,,0.005618568897676225,-0.24193278,0.006837588,100,,,8.83049506567006e-06,,2.493853476284418e-10,386.7473428008933,0.0,,,0.14950415735260503,,,0.24855869,,,,,4,,0.14950415735260503,,8.83049506567006e-06,,0.1494611009827616,,,0.03924555916699847,589.4849065585561,,,-0.24015687137564834,12.331767441229456,0.005618568897676225,,4,5.6257296,,0.03924555916699847,,,2.493853476284418e-10,12.331767441229456,,,,,0.14982033404845668,,0.1494611009827616,0.0,,,,192.3865377921628,129.0581194005376,0.0066258986,0.0
,143.75153909348248,0.0,0.14155999642610947,,578.317138721623,0.0,961.3038467521355,300000,0.0,0.0,360.59985618766467,0.0,,0.0,193.33693599886,961.3038467521355,,100,,,,,0.005801777404748919,-0.14176297,0.0058883782,100,,,9.464132307819377e-06,,2.2351554601098107e-09,360.59985618766467,0.0,,,0.141289068226591,,,0.14660344,,,,,5,,0.141289068226591,,9.464132307819377e-06,,0.1412552025647087,,,0.05063657016433853,578.317138721623,,,0.33559606618447446,11.520910270980714,0.005801777404748919,,5,5.622562,,0.05063657016433853,,,2.2351554601098107e-09,11.520910270980714,,,,,0.14155999642610947,,0.1412552025647087,0.0,,,,193.33693599886,143.75153909348248,0.0048404685,0.0
,103.18696890875586,0.0,0.1484042545989546,,575.3154544553039,0.01,814.1674084512167,350000,0.01,0.0,324.06323408048866,0.0,,0.0,187.6205043391825,814.1674084512167,,100,,,,,0.0061190273491258974,-0.11940797,0.006586059,100,,,5.991670689971361e-06,,5.3478703201760636e-09,324.06323408048866,0.0,,,0.1471544778472989,,,0.122734375,,,,,6,,0.1471544778472989,,5.991670689971361e-06,,0.14640501902467087,,,0.05188456742361002,575.3154544553039,,,0.5171009332718377,15.544142288614212,0.0061190273491258974,,6,5.61675,,0.05188456742361002,,,5.3478703201760636e-09,15.544142288614212,,,,,0.1484042545989546,,0.14640501902467087,0.0,,,,187.6205043391825,103.18696890875586,0.0033264062,0.0
,97.78923909993868,0.0,0.1443813460196793,,582.797118572395,0.01,830.9977482705833,400000,0.01,0.0,320.50343410724344,0.0,,0.0,193.40835437903223,830.9977482705833,,100,,,,,0.006768614856028664,-0.10018984,0.0050365585,100,,,1.0296388025393942e-05,,4.149311438778765e-07,320.50343410724344,0.0,,,0.1397727613622348,,,0.106625155,,,,,7,,0.1397727613622348,,1.0296388025393942e-05,,0.13772656846058168,,,0.05325241752867996,582.797118572395,,,0.4995007267771552,12.57739574239052,0.006768614856028664,,7,5.6093526,,0.05325241752867996,,,4.149311438778765e-07,12.57739574239052,,,,,0.1443813460196793,,0.13772656846058168,0.0,,,,193.40835437903223,97.78923909993868,0.0064353123,0.0
,120.83971431320775,0.0,0.14078479559707235,,535.8678325412382,0.0,986.3823295125604,450000,0.0,0.0,266.8725082842809,0.0,,0.0,180.00630881018893,986.3823295125604,,100,,,,,0.005957278199245084,-0.10956836,0.0048892307,100,,,1.0086423259829977e-05,,2.895548439674201e-07,266.8725082842809,0.0,,,0.14051973570625853,,,0.11168363,,,,,8,,0.14051973570625853,,1.0086423259829977e-05,,0.1404812046424119,,,0.048760010284398664,535.8678325412382,,,0.4266079075685407,14.138305205675211,0.005957278199245084,,8,5.602417,,0.048760010284398664,,,2.895548439674201e-07,14.138305205675211,,,,,0.14078479559707235,,0.1404812046424119,0.0,,,,180.00630881018893,120.83971431320775,0.0021152734,0.0
,95.67864446963709,0.0,0.14025956645179172,,540.7678651839074,0.0,798.7734149164254,500000,0.0,0.0,282.9895812651405,0.0,,0.0,185.25255309666187,798.7734149164254,,100,,,,,0.005948534423161036,-0.12663218,0.00859816,100,,,8.388492285932108e-06,,1.8535308757578995e-07,282.9895812651405,0.0,,,0.13995247748344852,,,0.12765914,,,,,9,,0.13995247748344852,,8.388492285932108e-06,,0.139923316692703,,,0.04811112542178157,540.7678651839074,,,0.5637068687044204,10.797636420769841,0.005948534423161036,,9,5.59833,,0.04811112542178157,,,1.8535308757578995e-07,10.797636420769841,,,,,0.14025956645179172,,0.139923316692703,0.0,,,,185.25255309666187,95.67864446963709,0.0010269531,0.0
